ord;species;L;F;R;N;S;HM;T;K;TRU
M;Cratoneuron filicinum;6;8;7;5;0;2;NA;NA;NA
M;Cratoneuron filicinum;6;7;7;5;0;2;NA;NA;NA
M;Cryphaea heteromalla;6;5;6;5;0;0;NA;NA;NA
M;Dendrocryphaea lamyana;5;6;6;4;0;0;NA;NA;NA
M;Aneura mirabilis;0;8;3;3;0;0;NA;NA;NA
M;Ctenidium molluscum;7;6;7;2;0;1;NA;NA;NA
M;Ctenidium molluscum var. condensatum;7;6;7;2;0;0;NA;NA;NA
M;Ctenidium molluscum var. molluscum;7;6;7;2;0;0;NA;NA;NA
M;Ctenidium molluscum var. robustum;6;8;7;2;0;0;NA;NA;NA
M;Ctenidium procerrimum;6;6;7;2;0;0;NA;NA;NA
M;Cyclodictyon laetevirens;2;8;6;3;0;0;NA;NA;NA
M;Cynodontium bruntonii;5;5;3;3;0;0;NA;NA;NA
M;Cynodontium fallax;5;5;3;1;0;0;NA;NA;NA
M;Cynodontium jenneri;5;5;3;1;0;0;NA;NA;NA
M;Cynodontium polycarpon;5;5;3;1;0;0;NA;NA;NA
M;Cynodontium strumiferum;5;5;3;1;0;0;NA;NA;NA
M;Cynodontium tenellum;5;5;3;1;0;0;NA;NA;NA
M;Daltonia splachnoides;5;8;5;2;0;0;NA;NA;NA
M;Dialytrichia mucronata;6;5;7;5;0;0;NA;NA;NA
M;Dialytrichia saxicola;5;4;7;5;0;0;NA;NA;NA
M;Dichodontium flavescens;5;9;7;3;0;0;NA;NA;NA
M;Dichodontium pellucidum;6;8;6;2;0;2;NA;NA;NA
M;Dichodontium pellucidum;6;8;6;2;0;0;NA;NA;NA
M;Dicranella cerviculata;7;6;2;2;0;0;NA;NA;NA
M;Dicranella crispa;7;6;5;4;0;0;NA;NA;NA
M;Dicranella grevilleana;6;7;5;3;0;0;NA;NA;NA
M;Dicranella heteromalla;4;5;3;3;0;2;NA;NA;NA
M;Dichodontium palustre;7;9;4;2;0;0;NA;NA;NA
M;Dicranella rufescens;7;6;3;3;0;0;NA;NA;NA
M;Dicranella schreberiana;7;6;6;6;0;0;NA;NA;NA
M;Dicranella staphylina;8;5;6;6;0;1;NA;NA;NA
M;Dicranella subulata;7;5;3;2;0;0;NA;NA;NA
M;Dicranella varia;7;5;7;4;0;3;NA;NA;NA
M;Dicranodontium asperulum;5;6;2;2;0;0;NA;NA;NA
M;Dicranodontium denudatum;4;6;3;2;0;1;NA;NA;NA
M;Dicranodontium uncinatum;5;6;2;2;0;0;NA;NA;NA
M;Dicranoweisia cirrata;5;4;4;4;0;3;NA;NA;NA
M;Dicranoweisia crispula;7;4;3;1;0;0;NA;NA;NA
M;Dicranum undulatum;8;8;1;1;0;0;NA;NA;NA
M;Dicranum bonjeanii;7;7;5;2;0;0;NA;NA;NA
M;Dicranum elongatum;8;5;2;1;0;0;NA;NA;NA
M;Dicranum flagellare;4;4;3;3;0;0;NA;NA;NA
M;Dicranum flexicaule;7;4;2;1;0;0;NA;NA;NA
M;Dicranum fuscescens;6;5;2;2;0;0;NA;NA;NA
M;Dicranum fuscescens;6;5;2;2;0;0;NA;NA;NA
M;Dicranum leioneuron;7;8;2;1;0;0;NA;NA;NA
M;Dicranum majus;4;6;3;2;0;0;NA;NA;NA
M;Dicranum montanum;5;4;3;3;0;0;NA;NA;NA
M;Dicranum polysetum;5;5;3;2;0;0;NA;NA;NA
M;Dicranum scoparium;6;5;3;2;0;2;NA;NA;NA
M;Dicranum scottianum;3;5;3;2;0;0;NA;NA;NA
M;Dicranum spurium;6;5;2;2;0;0;NA;NA;NA
M;Campylopus subporodictyon;7;8;2;1;0;0;NA;NA;NA
M;Dicranum tauricum;4;4;3;3;0;0;NA;NA;NA
M;Didymodon acutus;8;3;8;2;0;1;NA;NA;NA
M;Didymodon cordatus;9;2;7;4;0;0;NA;NA;NA
M;Didymodon fallax;7;4;7;3;0;2;NA;NA;NA
M;Didymodon ferrugineus;7;4;8;3;0;0;NA;NA;NA
M;Didymodon glaucus;3;5;9;2;0;0;NA;NA;NA
M;Didymodon icmadophilus;7;6;7;2;0;0;NA;NA;NA
M;Didymodon insulanus;6;5;6;4;0;2;NA;NA;NA
M;Didymodon luridus;4;4;8;4;0;0;NA;NA;NA
M;Didymodon maximus;6;8;9;2;0;0;NA;NA;NA
M;Didymodon nicholsonii;6;5;7;4;0;0;NA;NA;NA
M;Didymodon rigidulus;5;4;8;4;0;1;NA;NA;NA
M;Didymodon sinuosus;4;6;7;5;0;0;NA;NA;NA
M;Didymodon spadiceus;6;7;7;4;0;0;NA;NA;NA
M;Didymodon tomaculosus;8;6;6;5;0;0;NA;NA;NA
M;Didymodon tophaceus;5;8;8;4;0;2;NA;NA;NA
M;Didymodon umbrosus;3;6;8;5;0;0;NA;NA;NA
M;Didymodon vinealis;6;3;8;4;0;0;NA;NA;NA
M;Diphyscium foliosum;5;5;3;1;0;0;NA;NA;NA
M;Diplophyllum albicans;5;6;2;1;0;3;NA;NA;NA
M;Diplophyllum obtusifolium;6;6;2;1;0;0;NA;NA;NA
M;Diplophyllum taxifolium;6;6;2;1;0;0;NA;NA;NA
M;Discelium nudum;7;6;3;3;0;0;NA;NA;NA
M;Distichium capillaceum;6;6;7;2;0;0;NA;NA;NA
M;Distichium inclinatum;8;6;7;2;0;1;NA;NA;NA
M;Ditrichum cornubicum;7;5;4;2;0;5;NA;NA;NA
M;Trichodon cylindricus;7;5;5;4;0;0;NA;NA;NA
M;Ditrichum flexicaule;7;3;7;2;0;0;NA;NA;NA
M;Ditrichum flexicaule;7;5;7;2;0;0;NA;NA;NA
M;Ditrichum gracile;7;5;7;2;0;0;NA;NA;NA
M;Ditrichum heteromallum;5;6;3;2;0;0;NA;NA;NA
M;Ditrichum lineare;6;6;3;2;0;2;NA;NA;NA
M;Ditrichum plumbicola;7;6;5;2;0;5;NA;NA;NA
M;Ditrichum pusillum;7;5;4;3;0;0;NA;NA;NA
M;Ditrichum subulatum;6;5;3;2;0;0;NA;NA;NA
M;Ditrichum zonatum;7;4;2;1;0;0;NA;NA;NA
M;Douinia ovata;5;6;3;2;0;0;NA;NA;NA
M;Drepanocladus aduncus;7;10;7;6;2;0;NA;NA;NA
M;Scorpidium cossonii;8;8;7;2;0;0;NA;NA;NA
M;Pseudocalliergon lycopodioides;8;9;7;2;1;0;NA;NA;NA
M;Drepanocladus polygamus;9;8;7;3;3;0;NA;NA;NA
M;Scorpidium revolvens;8;9;6;2;0;0;NA;NA;NA
M;Scorpidium revolvens;8;9;6;2;0;0;NA;NA;NA
M;Drepanocladus sendtneri;8;9;8;2;1;0;NA;NA;NA
M;Drepanolejeunea hamatifolia;3;7;4;2;0;0;NA;NA;NA
M;Dumortiera hirsuta;2;8;6;5;0;0;NA;NA;NA
M;Encalypta alpina;5;5;7;3;0;0;NA;NA;NA
M;Encalypta brevicolla;4;5;7;3;0;0;NA;NA;NA
M;Encalypta ciliata;4;5;7;3;0;0;NA;NA;NA
M;Encalypta rhaptocarpa;7;4;7;3;0;0;NA;NA;NA
M;Encalypta streptocarpa;6;4;8;2;0;1;NA;NA;NA
M;Encalypta vulgaris;7;4;8;3;0;0;NA;NA;NA
M;Entodon concinnus;8;4;8;2;0;0;NA;NA;NA
M;Entosthodon attenuatus;7;7;5;3;0;0;NA;NA;NA
M;Entosthodon fascicularis;8;6;5;4;0;0;NA;NA;NA
M;Entosthodon obtusus;7;7;5;3;0;0;NA;NA;NA
M;Ephemerum cohaerens;7;7;5;5;0;0;NA;NA;NA
M;Ephemerum hibernicum;7;7;6;6;0;0;NA;NA;NA
M;Ephemerum recurvifolium;7;4;8;4;0;0;NA;NA;NA
M;Ephemerum serratum;6;6;5;4;0;1;NA;NA;NA
M;Ephemerum minutissimum;6;5;5;4;0;1;NA;NA;NA
M;Ephemerum serratum;7;8;5;5;0;0;NA;NA;NA
M;Ephemerum sessile;7;7;4;4;0;0;NA;NA;NA
M;Ephemerum spinulosum;7;7;6;6;0;0;NA;NA;NA
M;Epipterygium tozeri;5;6;5;4;0;0;NA;NA;NA
M;Eremonotus myriocarpus;5;8;5;2;0;0;NA;NA;NA
M;Eucladium verticillatum;2;7;9;3;0;0;NA;NA;NA
M;Cirriphyllum crassinervium;4;6;7;5;0;0;NA;NA;NA
M;Oxyrrhynchium hians;6;5;6;6;0;0;NA;NA;NA
M;Plasteurhynchium meridionale;7;4;9;2;0;0;NA;NA;NA
M;Kindbergia praelonga;5;6;5;5;1;1;NA;NA;NA
M;Eurhynchiastrum pulchellum;6;4;7;2;0;0;NA;NA;NA
M;Oxyrrhynchium pumilum;3;5;7;6;0;0;NA;NA;NA
M;Oxyrrhynchium schleicheri;5;5;6;4;0;0;NA;NA;NA
M;Oxyrrhynchium speciosum;5;8;7;7;0;0;NA;NA;NA
M;Plasteurhynchium striatulum;5;4;9;3;0;0;NA;NA;NA
M;Eurhynchium striatum;4;6;6;5;0;0;NA;NA;NA
M;Fissidens adianthoides;7;7;6;2;0;0;NA;NA;NA
M;Fissidens bryoides var. bryoides;4;5;5;5;0;0;NA;NA;NA
M;Fissidens celticus;3;6;3;3;0;0;NA;NA;NA
M;Fissidens crassipes;5;9;7;7;0;0;NA;NA;NA
M;Fissidens bryoides var. caespitans;4;7;4;4;0;0;NA;NA;NA
M;Fissidens curvatus;4;6;5;4;0;0;NA;NA;NA
M;Fissidens dubius;7;4;7;2;0;0;NA;NA;NA
M;Fissidens exilis;4;5;5;5;0;0;NA;NA;NA
M;Fissidens gracilifolius;1;5;7;4;0;0;NA;NA;NA
M;Fissidens incurvus;4;5;7;5;0;0;NA;NA;NA
M;Fissidens crispus;3;5;7;5;0;0;NA;NA;NA
M;Fissidens monguillonii;6;9;7;6;0;0;NA;NA;NA
M;Fissidens osmundoides;7;7;5;2;0;0;NA;NA;NA
M;Fissidens polyphyllus;2;8;3;2;0;1;NA;NA;NA
M;Fissidens pusillus;4;6;6;4;0;0;NA;NA;NA
M;Fissidens pusillus;3;6;6;4;0;0;NA;NA;NA
M;Fissidens rivularis;2;9;5;4;0;0;NA;NA;NA
M;Fissidens rufulus;5;9;7;4;0;0;NA;NA;NA
M;Fissidens serrulatus;1;8;4;3;0;0;NA;NA;NA
M;Fissidens taxifolius;4;5;7;5;0;0;NA;NA;NA
M;Fissidens taxifolius var. pallidicaulis;3;8;7;5;0;0;NA;NA;NA
M;Fissidens taxifolius var. taxifolius;4;5;7;5;0;0;NA;NA;NA
M;Fissidens viridulus;3;5;7;6;0;0;NA;NA;NA
M;Fissidens viridulus;3;5;7;5;0;0;NA;NA;NA
M;Fontinalis antipyretica;6;12;6;5;0;0;NA;NA;NA
M;Fontinalis antipyretica var. antipyretica;6;12;6;5;0;0;NA;NA;NA
M;Fontinalis antipyretica var. gracilis;7;12;6;4;0;0;NA;NA;NA
M;Fontinalis squamosa;7;12;4;3;0;0;NA;NA;NA
M;Fontinalis squamosa var. curnowii;7;12;4;3;0;0;NA;NA;NA
M;Fontinalis squamosa var. squamosa;7;12;4;3;0;0;NA;NA;NA
M;Fossombronia angulosa;6;7;5;4;2;0;NA;NA;NA
M;Fossombronia mittenii;6;7;5;4;0;0;NA;NA;NA
M;Fossombronia fimbriata;7;8;5;3;0;0;NA;NA;NA
M;Fossombronia foveolata;7;9;5;3;0;0;NA;NA;NA
M;Fossombronia caespitiformis;8;4;4;3;0;1;NA;NA;NA
M;Fossombronia incurva;7;8;5;3;0;0;NA;NA;NA
M;Fossombronia maritima;8;6;4;3;1;0;NA;NA;NA
M;Fossombronia pusilla;6;7;5;4;0;0;NA;NA;NA
M;Fossombronia pusilla;6;7;5;4;0;0;NA;NA;NA
M;Fossombronia wondraczekii;7;7;4;3;0;0;NA;NA;NA
M;Frullania dilatata;6;4;6;4;1;0;NA;NA;NA
M;Frullania fragilifolia;5;5;4;2;0;0;NA;NA;NA
M;Frullania microphylla;5;5;4;2;1;0;NA;NA;NA
M;Frullania microphylla var. deciduifolia;5;5;4;2;0;0;NA;NA;NA
M;Frullania microphylla var. microphylla;5;5;4;2;1;0;NA;NA;NA
M;Frullania tamarisci;6;5;4;2;1;0;NA;NA;NA
M;Frullania teneriffae;5;5;4;2;2;0;NA;NA;NA
M;Funaria hygrometrica;7;5;6;7;0;1;NA;NA;NA
M;Entosthodon muhlenbergii;7;3;9;3;0;0;NA;NA;NA
M;Entosthodon pulchellus;7;3;9;3;0;0;NA;NA;NA
M;Geocalyx graveolens;4;6;2;2;0;0;NA;NA;NA
M;Glyphomitrium daviesii;7;4;4;2;2;0;NA;NA;NA
M;Gongylanthus ericetorum;8;4;3;2;0;0;NA;NA;NA
M;Grimmia alpestris;8;1;5;1;0;0;NA;NA;NA
M;Grimmia anodon;9;1;7;1;0;0;NA;NA;NA
M;Grimmia arenaria;7;1;2;1;0;0;NA;NA;NA
M;Grimmia atrata;6;6;3;2;0;5;NA;NA;NA
M;Grimmia crinita;9;1;8;3;0;0;NA;NA;NA
M;Grimmia ramondii;6;5;3;2;0;0;NA;NA;NA
M;Grimmia decipiens;8;1;4;1;0;0;NA;NA;NA
M;Grimmia dissimulata;7;2;9;3;0;0;NA;NA;NA
M;Grimmia donniana;7;1;2;1;0;2;NA;NA;NA
M;Grimmia donniana;7;1;2;1;0;0;NA;NA;NA
M;Grimmia elatior;6;3;2;2;0;0;NA;NA;NA
M;Grimmia elongata;7;3;2;2;0;0;NA;NA;NA
M;Grimmia funalis;7;3;5;2;0;0;NA;NA;NA
M;Grimmia hartmanii;3;5;3;2;0;0;NA;NA;NA
M;Grimmia incurva;8;1;2;2;0;0;NA;NA;NA
M;Grimmia laevigata;9;1;4;1;0;0;NA;NA;NA
M;Grimmia lisae;7;3;6;3;0;0;NA;NA;NA
M;Grimmia longirostris;7;1;4;1;0;0;NA;NA;NA
M;Grimmia montana;8;1;4;1;0;0;NA;NA;NA
M;Grimmia orbicularis;9;1;9;1;0;1;NA;NA;NA
M;Grimmia ovalis;7;1;4;1;0;0;NA;NA;NA
M;Grimmia pulvinata;8;1;8;4;0;0;NA;NA;NA
M;Grimmia sessitana;8;1;5;1;0;0;NA;NA;NA
M;Grimmia tergestina;8;1;7;1;0;0;NA;NA;NA
M;Grimmia torquata;7;4;5;2;0;0;NA;NA;NA
M;Grimmia trichophylla;7;1;2;2;0;0;NA;NA;NA
M;Grimmia unicolor;6;7;6;2;0;0;NA;NA;NA
M;Gymnocolea acutiloba;6;5;1;1;0;0;NA;NA;NA
M;Gymnocolea inflata;7;7;1;1;0;3;NA;NA;NA
M;Gymnomitrion apiculatum;7;4;2;1;0;0;NA;NA;NA
M;Gymnomitrion concinnatum;7;5;2;1;0;0;NA;NA;NA
M;Gymnomitrion corallioides;8;5;2;1;0;0;NA;NA;NA
M;Gymnomitrion crenulatum;7;4;2;1;0;0;NA;NA;NA
M;Gymnomitrion obtusum;7;5;3;1;0;0;NA;NA;NA
M;Gymnostomum aeruginosum;5;8;6;2;0;0;NA;NA;NA
M;Gymnostomum calcareum;3;5;9;2;0;0;NA;NA;NA
M;Gymnostomum viridulum;6;3;9;2;0;1;NA;NA;NA
M;Gyroweisia reflexa;1;5;7;3;0;0;NA;NA;NA
M;Gyroweisia tenuis;1;6;7;4;0;0;NA;NA;NA
M;Habrodon perpusillus;6;4;6;4;0;0;NA;NA;NA
M;Hamatocaulis vernicosus;8;9;5;2;0;0;NA;NA;NA
M;Haplomitrium hookeri;6;8;4;3;0;0;NA;NA;NA
M;Harpalejeunea molleri;4;6;4;2;0;0;NA;NA;NA
M;Harpanthus flotovianus;6;8;5;3;0;0;NA;NA;NA
M;Harpanthus scutatus;4;6;3;2;0;0;NA;NA;NA
M;Hedwigia ciliata;8;1;3;1;0;0;NA;NA;NA
M;Hedwigia ciliata;8;1;3;1;0;0;NA;NA;NA
M;Hedwigia ciliata var. ciliata;8;1;3;1;0;0;NA;NA;NA
M;Hedwigia ciliata var. leucophaea;8;1;3;1;0;0;NA;NA;NA
M;Hedwigia integrifolia;7;2;4;1;0;0;NA;NA;NA
M;Hedwigia stellata;8;1;3;1;0;0;NA;NA;NA
M;Helodium blandowii;7;8;6;3;0;0;NA;NA;NA
M;Hennediella heimii;9;7;7;6;5;0;NA;NA;NA
M;Hennediella macrophylla;5;5;6;6;0;0;NA;NA;NA
M;Hennediella stanfordensis;6;5;6;5;0;0;NA;NA;NA
M;Herbertus aduncus;6;6;2;2;0;0;NA;NA;NA
M;Herbertus delavayi;7;6;2;2;0;0;NA;NA;NA
M;Herbertus stramineus;6;6;4;2;0;0;NA;NA;NA
M;Herzogiella seligeri;4;6;3;3;0;0;NA;NA;NA
M;Herzogiella striatella;5;5;3;2;0;0;NA;NA;NA
M;Heterocladium dimorphum;6;5;6;2;0;0;NA;NA;NA
M;Heterocladium heteropterum;3;6;4;3;0;0;NA;NA;NA
M;Heterocladium heteropterum var. flaccidum;3;6;7;4;0;0;NA;NA;NA
M;Heterocladium heteropterum var. heteropterum;3;6;4;3;0;0;NA;NA;NA
M;Heterocladium wulfsbergii;3;6;4;3;0;0;NA;NA;NA
M;Heteroscyphus fissistipus;5;6;4;3;0;0;NA;NA;NA
M;Homalia trichomanoides;5;6;7;5;0;0;NA;NA;NA
M;Homalothecium lutescens;8;3;8;2;0;1;NA;NA;NA
M;Homalothecium sericeum;7;3;7;4;0;0;NA;NA;NA
M;Homomallium incurvatum;4;5;8;4;0;0;NA;NA;NA
M;Hookeria lucens;3;7;5;4;0;0;NA;NA;NA
M;Hygrobiella laxifolia;5;8;5;2;0;0;NA;NA;NA
M;Hygrohypnum duriusculum;5;10;5;4;0;0;NA;NA;NA
M;Hygrohypnum eugyrium;5;9;6;3;0;0;NA;NA;NA
M;Hygrohypnum luridum;6;9;7;4;0;0;NA;NA;NA
M;Hygrohypnum molle;5;10;5;4;0;0;NA;NA;NA
M;Hygrohypnum ochraceum;5;10;4;3;0;0;NA;NA;NA
M;Hygrohypnum polare;7;9;6;3;0;0;NA;NA;NA
M;Hygrohypnum smithii;6;10;6;3;0;0;NA;NA;NA
M;Hygrohypnum styriacum;5;9;5;3;0;0;NA;NA;NA
M;Loeskeobryum brevirostre;4;6;5;3;0;0;NA;NA;NA
M;Hylocomiastrum pyrenaicum;6;5;4;2;0;0;NA;NA;NA
M;Hylocomium splendens;6;5;4;2;0;2;NA;NA;NA
M;Hylocomiastrum umbratum;4;6;3;2;0;0;NA;NA;NA
M;Hymenostylium recurvirostrum var. insigne;6;8;7;2;0;0;NA;NA;NA
M;Hymenostylium recurvirostrum var. recurvirostrum;6;8;7;2;0;2;NA;NA;NA
M;Hymenostylium recurvirostrum;6;8;7;2;0;2;NA;NA;NA
M;Hyocomium armoricum;3;8;2;1;0;0;NA;NA;NA
M;Hypnum andoi;3;5;4;3;0;0;NA;NA;NA
M;Hypnum bambergeri;5;6;7;3;0;0;NA;NA;NA
M;Hypnum callichroum;5;6;4;2;0;0;NA;NA;NA
M;Hypnum cupressiforme;6;4;4;4;0;1;NA;NA;NA
M;Hypnum cupressiforme var. cupressiforme;6;4;4;4;0;1;NA;NA;NA
M;Hypnum cupressiforme var. heseleri;6;4;5;4;0;0;NA;NA;NA
M;Hypnum hamulosum;6;5;7;1;0;0;NA;NA;NA
M;Hypnum imponens;8;7;1;1;0;0;NA;NA;NA
M;Hypnum jutlandicum;6;5;2;2;0;1;NA;NA;NA
M;Hypnum cupressiforme var. lacunosum;7;4;6;2;0;2;NA;NA;NA
M;Calliergonella lindbergii;7;7;5;3;0;1;NA;NA;NA
M;Hypnum cupressiforme var. resupinatum;4;4;4;4;0;0;NA;NA;NA
M;Hypnum revolutum;6;5;7;2;0;0;NA;NA;NA
M;Hypnum revolutum var. dolomiticum;6;5;7;2;0;0;NA;NA;NA
M;Hypnum revolutum var. revolutum;6;5;7;2;0;0;NA;NA;NA
M;Hypnum uncinulatum;3;5;4;3;0;0;NA;NA;NA
M;Hypnum vaucheri;6;5;7;2;0;0;NA;NA;NA
M;Isopterygiopsis muelleriana;5;8;6;2;0;0;NA;NA;NA
M;Isopterygiopsis pulchella;3;6;6;2;0;0;NA;NA;NA
M;Isothecium alopecuroides;4;6;6;5;0;0;NA;NA;NA
M;Isothecium holtii;4;8;4;3;0;0;NA;NA;NA
M;Isothecium myosuroides;4;6;4;3;0;0;NA;NA;NA
M;Isothecium myosuroides var. brachythecioides;4;6;5;4;0;0;NA;NA;NA
M;Isothecium myosuroides var. myosuroides;4;6;4;3;0;0;NA;NA;NA
M;Jamesoniella autumnalis;4;6;2;2;0;0;NA;NA;NA
M;Jamesoniella undulifolia;7;8;4;2;0;0;NA;NA;NA
M;Jubula hutchinsiae;2;9;6;4;0;0;NA;NA;NA
M;Jungermannia atrovirens;5;8;6;3;0;0;NA;NA;NA
M;Jungermannia borealis;5;8;5;2;0;0;NA;NA;NA
M;Solenostoma caespiticium;6;6;4;3;0;0;NA;NA;NA
M;Solenostoma confertissimum;6;7;3;3;0;0;NA;NA;NA
M;Jungermannia exsertifolia;7;9;5;3;0;0;NA;NA;NA
M;Solenostoma gracillimum;6;6;4;3;0;3;NA;NA;NA
M;Solenostoma hyalinum;5;8;5;3;0;0;NA;NA;NA
M;Liochlaena lanceolata;5;7;6;3;0;0;NA;NA;NA
M;Solenostoma obovatum;5;9;5;3;0;0;NA;NA;NA
M;Solenostoma paroicum;5;8;5;3;0;0;NA;NA;NA
M;Jungermannia polaris;6;8;6;2;0;0;NA;NA;NA
M;Jungermannia pumila;4;8;5;2;0;0;NA;NA;NA
M;Solenostoma sphaerocarpum;7;8;3;3;0;0;NA;NA;NA
M;Solenostoma subellipticum;5;7;5;3;0;0;NA;NA;NA
M;Kiaeria blyttii;6;4;2;1;0;0;NA;NA;NA
M;Kiaeria falcata;6;6;2;1;0;0;NA;NA;NA
M;Kiaeria glacialis;6;6;2;1;0;0;NA;NA;NA
M;Kiaeria starkei;6;5;2;1;0;0;NA;NA;NA
M;Kurzia pauciflora;7;9;1;1;0;0;NA;NA;NA
M;Kurzia sylvatica;4;7;2;2;0;0;NA;NA;NA
M;Kurzia trichoclados;4;7;2;1;0;0;NA;NA;NA
M;Leiocolea collaris;6;8;7;2;0;0;NA;NA;NA
M;Leiocolea badensis;6;7;8;2;0;0;NA;NA;NA
M;Leiocolea bantriensis;7;8;6;2;0;0;NA;NA;NA
M;Leiocolea fitzgeraldiae;5;8;6;2;0;0;NA;NA;NA
M;Leiocolea gillmanii;6;8;6;2;0;0;NA;NA;NA
M;Leiocolea heterocolpos;4;8;6;2;0;0;NA;NA;NA
M;Leiocolea rutheana;7;9;7;2;0;0;NA;NA;NA
M;Leiocolea rutheana var. laxa;7;9;7;2;0;0;NA;NA;NA
M;Leiocolea rutheana var. rutheana;7;9;6;2;0;0;NA;NA;NA
M;Leiocolea turbinata;6;7;8;2;0;0;NA;NA;NA
M;Lejeunea cavifolia;4;5;6;4;0;0;NA;NA;NA
M;Lejeunea flava;4;6;3;3;0;0;NA;NA;NA
M;Lejeunea hibernica;4;6;5;3;0;0;NA;NA;NA
M;Lejeunea eckloniana;3;8;6;4;0;0;NA;NA;NA
M;Lejeunea lamacerina;4;6;5;3;0;0;NA;NA;NA
M;Lejeunea mandonii;3;6;5;2;0;0;NA;NA;NA
M;Lejeunea patens;4;5;4;2;0;0;NA;NA;NA
M;Lepidozia cupressina;4;6;2;2;0;0;NA;NA;NA
M;Lepidozia pearsonii;5;6;2;2;0;0;NA;NA;NA
M;Lepidozia reptans;3;6;2;2;0;0;NA;NA;NA
M;Leptobarbula berica;1;5;8;4;0;0;NA;NA;NA
M;Leptobryum pyriforme;7;6;6;7;0;0;NA;NA;NA
M;Leptodictyum riparium;6;9;7;7;0;0;NA;NA;NA
M;Leptodon smithii;6;4;7;4;0;0;NA;NA;NA
M;Leptodontium flexifolium;7;4;2;2;0;0;NA;NA;NA
M;Leptodontium gemmascens;6;5;3;2;0;0;NA;NA;NA
M;Leptoscyphus cuneifolius;5;6;3;2;0;0;NA;NA;NA
M;Leptotheca gaudichaudii;4;8;5;5;0;0;NA;NA;NA
M;Lescuraea saxicola;6;5;7;2;0;0;NA;NA;NA
M;Leskea polycarpa;6;5;7;6;0;0;NA;NA;NA
M;Leucobryum glaucum;5;6;2;2;0;0;NA;NA;NA
M;Leucobryum juniperoideum;4;5;3;2;0;0;NA;NA;NA
M;Leucodon sciuroides;6;4;7;4;0;0;NA;NA;NA
M;Leucodon sciuroides var. morensis;6;4;7;4;0;0;NA;NA;NA
M;Leucodon sciuroides var. sciuroides;6;4;7;4;0;0;NA;NA;NA
M;Lophocolea bidentata;5;6;4;3;0;1;NA;NA;NA
M;Lophocolea bispinosa;6;6;4;2;0;0;NA;NA;NA
M;Lophocolea brookwoodiana;6;5;4;3;0;0;NA;NA;NA
M;Lophocolea fragrans;3;7;5;3;0;0;NA;NA;NA
M;Lophocolea heterophylla;4;5;4;5;0;0;NA;NA;NA
M;Lophocolea semiteres;5;5;4;2;0;0;NA;NA;NA
M;Lophozia bicrenata;6;4;3;1;0;2;NA;NA;NA
M;Lophozia capitata;7;7;3;2;0;0;NA;NA;NA
M;Lophozia excisa;7;5;5;2;0;2;NA;NA;NA
M;Lophozia herzogiana;6;6;3;2;0;0;NA;NA;NA
M;Lophozia incisa;6;6;2;1;0;0;NA;NA;NA
M;Lophozia longidens;5;6;2;2;0;0;NA;NA;NA
M;Lophozia longiflora;3;7;2;2;0;0;NA;NA;NA
M;Lophozia obtusa;5;6;5;2;0;0;NA;NA;NA
M;Lophozia opacifolia;5;6;3;2;0;0;NA;NA;NA
M;Lophozia perssonii;6;5;9;2;0;0;NA;NA;NA
M;Lophozia sudetica;6;5;2;1;0;0;NA;NA;NA
M;Lophozia ventricosa;5;6;2;2;0;1;NA;NA;NA
M;Lophozia wenzelii;5;7;3;1;0;0;NA;NA;NA
M;Lunularia cruciata;4;7;7;7;0;1;NA;NA;NA
M;Marchantia polymorpha;7;8;6;5;0;1;NA;NA;NA
M;Marchantia polymorpha subsp. montivagans;7;8;6;4;0;0;NA;NA;NA
M;Marchantia polymorpha subsp. polymorpha;7;9;6;4;0;1;NA;NA;NA
M;Marchantia polymorpha subsp. ruderalis;6;7;6;7;0;0;NA;NA;NA
M;Marchesinia mackaii;3;5;7;3;0;0;NA;NA;NA
M;Marsupella adusta;7;5;3;1;0;0;NA;NA;NA
M;Marsupella alpina;7;7;2;1;0;0;NA;NA;NA
M;Marsupella arctica;6;9;3;1;0;0;NA;NA;NA
M;Marsupella boeckii;6;7;3;1;0;0;NA;NA;NA
M;Marsupella brevissima;8;7;2;1;0;0;NA;NA;NA
M;Marsupella condensata;8;7;2;1;0;0;NA;NA;NA
M;Marsupella emarginata;6;8;3;1;0;2;NA;NA;NA
M;Marsupella emarginata var. aquatica;7;10;3;1;0;0;NA;NA;NA
M;Marsupella emarginata var. emarginata;6;8;3;1;0;2;NA;NA;NA
M;Marsupella emarginata var. pearsonii;8;10;3;1;0;0;NA;NA;NA
M;Marsupella funckii;7;6;3;1;0;2;NA;NA;NA
M;Marsupella profunda;7;7;3;1;0;0;NA;NA;NA
M;Marsupella sparsifolia;7;9;3;1;0;0;NA;NA;NA
M;Marsupella sphacelata;7;9;3;1;0;0;NA;NA;NA
M;Marsupella sprucei;6;8;3;1;0;0;NA;NA;NA
M;Marsupella stableri;6;6;3;1;0;0;NA;NA;NA
M;Mastigophora woodsii;5;6;3;2;0;0;NA;NA;NA
M;Meesia triquetra;7;9;6;2;0;0;NA;NA;NA
M;Meesia uliginosa;8;8;6;2;0;0;NA;NA;NA
M;Metzgeria conjugata;4;5;5;3;0;0;NA;NA;NA
M;Metzgeria violacea;5;5;6;5;0;0;NA;NA;NA
M;Metzgeria fruticulosa;5;5;5;4;0;0;NA;NA;NA
