Scientific_name	Family	Svenskt_namn	Dyntaxa_ID_number	Establishment	Red-listed	Time_of_immigration	Index_of_invasive_concern	Biodiversity_relevance	Nectar_production	Heat_requirement	Cold_requirement	Temp_optimum	Continentality	Light	Moisture	Soil_reaction_pH	Nitrogen	Phosphorus	Salinity	Grazing_mowing	Soil_disturbance	Longevity	Pollinator_dependence	Phenology	Extreme_phenology	Seed_dormancy	Seed_bank	Seed_disperser	Nitrogen_fixation	Photosynthetic_pathway	Mycorrhiza	Carnivory	Parasitism
Othocallis mischtschenkoana (Grossh.) Speta	Asparagaceae	persisk blåstjärna	219890	Resident	Not Red-listed	6	8,6	1	3	11	6	7	6	4	4	7	6	4	1	4		4		3	6	4		Myr	0	C3	AM	0	0
Othocallis siberica (Haw.) Speta	Asparagaceae	rysk blåstjärna	219892	Resident	Not Red-listed	5	14,7	2	3	9	5	8	4	3	5	7	6	4	1	4	1	4		4	5	4		Myr	0	C3	AM	0	0
Oxalis acetosella L.	Oxalidaceae	harsyra	222119	Resident	Not Red-listed	0	0	2	3	4	4	9	4	2	5	4	5	4	1	3	1	4	0c	5	4	4	2	Expl	0	C3	AM	0	0
Oxalis corniculata L.	Oxalidaceae	krypoxalis	222121	Resident	Not Red-listed	3	8,6	2	3	12	1	2	6	5	4	6	5	4	1	4	9	3	0c	8	1	2	2	Expl	0	C3	AM	0	0
Oxalis dillenii Jacq.	Oxalidaceae	prärieoxalis	222123	Resident	Not Red-listed	6	11,2	1	3	12	2	3	5	6	4	6	6	4	1	3	8	4	0c	9	2	2		Expl	0	C3	AM	0	0
Oxalis stricta L.	Oxalidaceae	klöveroxalis	222125	Resident	Not Red-listed	3	13,6	2	3	11	3	5	7	4	5	6	7	4	1	3	4	4	0c	8	1		3	Expl	0	C3	AM	0	0
Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch	Amaranthaceae	blåmålla	6003006	Resident	Not Red-listed	0	0	4	1	11	3	5	5	7	5	8	9	5	3	5	9	1	0b	11	4		4	Passive	0	C3	None	0	0
Oxybasis rubra (L.) S.Fuentes, Uotila, & Borsch	Amaranthaceae	rödmålla	220741	Resident	Not Red-listed	0	0	4	1	10	4	6	6	7	7	8	9	5	3	4	8	1	0b	11	4	4	4	Passive	0	C3	None	0	0
Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch	Amaranthaceae	bymålla	338	Extinct	RE	1	4	2	1	12	3	4	6	7		8	9	5	3	3	9	1	0b			2	3	Passive	0	C3	None	0	0
Oxyria digyna (L.) Hill	Polygonaceae	fjällsyra	220833	Resident	Not Red-listed	0	0	2	2	1	16	17		7	9	5	4	5	1	4	6	4	0b			3	1	Passive	0	C3	None	0	0
Oxytropis campestris (L.) DC.	Fabaceae	fältvedel	221295	Resident	Not Red-listed	0	0	2	5	3	7	12	8	6	2	7	2	2	1	4	6	3				2	4	Passive	1	C3	AM	0	0
Oxytropis lapponica (Wahlenb.) J. Gay	Fabaceae	lappvedel	220834	Resident	Not Red-listed	0	0	1	5	3	16	16		7	3	8	1	3	1	4	7	4						Passive	1	C3	AM	0	0
Oxytropis pilosa (L.) DC.	Fabaceae	luddvedel	1142	Resident	EN	0	0	1	5	11	6	7	8	6	3	7	1	4	1	4		4	2a			2		Passive	1	C3	AM	0	0
Panicum capillare L.	Poaceae	buketthirs	223353	Resident	Not Red-listed	4	7,9	1	1	14				7	3	7	7	5	2	2	9	1	0b	14	7	2		Passive	0	C4	AM	0	0
Panicum miliaceum L.	Poaceae	hirs	222596	Non-resident	Not Red-listed			2	1	14	1	1		7	3	7	7	5	2	2	9	1	0b	14	7			Passive	0	C4	AM	0	0
Papaver argemone L.	Papaveraceae	spikvallmo	1156	Resident	Not Red-listed	1	4	2	2	12	3	4	5	6	3	7	6	4	1	3	9	1	1	7	2		3	Passive	0	C3	AM	0	0
Papaver atlanticum (Ball) Coss.	Papaveraceae	atlasvallmo	222864	Non-resident	Not Red-listed			1	3	12	2	3	6	6	2	6	5	3	1	2	7	4	1	8	1	2		Passive	0	C3	AM	0	0
Papaver cambricum L.	Papaveraceae	engelsk vallmo	220251	Resident	Not Red-listed	4	11	1	3	12	3	4	3	4	6	5	7	5	1	1	6	4	1	6	3	4	1	Passive	0	C3	AM	0	0
Papaver croceum Ledeb.	Papaveraceae	sibirisk vallmo	222868	Resident	Not Red-listed	4	15,2	1	3	3	11	14		7	3	4	3	3	1	5	7	3	1	7	2	2		Passive	0	C3	AM	0	0
Papaver dubium L.	Papaveraceae	rågvallmo	222869	Resident	Not Red-listed	0	0	3	3	10	2	4	6	7	3	6	6	4	1	3	9	1	1	8	1	4	3	Passive	0	C3	AM	0	0
Papaver lasiothrix	Papaveraceae	jättevallmo	222876	Resident	Not Red-listed	6	15,8	1	3	12	5	6	8	7	2	7	6	4	1	3	2	4	1			2		Passive	0	C3	AM	0	0
Papaver orientale L.	Papaveraceae	orientvallmo	222874	Resident	Not Red-listed	6	15,8	1	3	13	4	5	8	7	4	7	6	4	1	3		4	1			2		Passive	0	C3	AM	0	0
Papaver radicatum Rottb.	Papaveraceae	fjällvallmo	1158	Resident	NT	0	0	1	3	2	17	17		7	4	8	2	2	1	5	7	3	1			2	2	Passive	0	C3	AM	0	0
Papaver rhoeas L.	Papaveraceae	kornvallmo	222878	Resident	Not Red-listed	4	11	3	3	11	2	4	4	6	3	7	7	5	2	3	9	1	2	8	1	4	4	Passive	0	C3	AM	0	0
Papaver somniferum L.	Papaveraceae	opievallmo	222879	Resident	Not Red-listed	1	4,4	3	3	10	2	4	4	6	3	7	7	5	1	3	9	1	1	9	2	2	2	Passive	0	C3	AM	0	0
Parapholis strigosa (Dumort.) C. E. Hubb.	Poaceae	ormax	1160	Resident	VU	0	0	1	1	13	5	6		7	6	8	4	4	4	7	6	1	0b	10	3			Passive	0	C3	AM	0	0
Parietaria judaica L.	Urticaceae	grenig väggört	221755	Resident	Not Red-listed	3	5,1	2	1	13	2	3	4	6	3	7	7	5	2	1	9	3	0b	12	5	1		Myr	0	C3	AM	0	0
Parietaria officinalis L.	Urticaceae	väggört	1161	Resident	VU	1	5,9	2	1	13	2	3	7	5	3	7	7	5	2	1	7	4	0b	12	5	2		Myr	0	C3	AM	0	0
Paris quadrifolia L.	Melanthiaceae	ormbär	223049	Resident	Not Red-listed	0	0	1		3	3	9	7	2	5	6	8	4	1	1	1	4	1	6	3	1	1	Bird	0	C3	AM	0	0
Parnassia palustris L.	Celastraceae	slåtterblomma	221929	Resident	Not Red-listed	0	0	1	4	2	4	10	5	6	8	7	1	2	2	6	4	4	2	11	4	2	2	Passive	0	C3	AM	0	0
Parthenocissus inserta (A. Kern.) Fritsch	Vitaceae	vildvin	220262	Resident	Not Red-listed	5	15,8	1	5	8	3	6	7	4	6	6	7	3	1	2		4	1					Bird	0	C3	AM	0	0
Parthenocissus quinquefolia (L.) Planch.	Vitaceae	klättervildvin	221558	Non-resident	Not Red-listed			1	5	10	2	4	6	4	6	6	7	3	1	2		4	1			4		Bird	0	C3	AM	0	0
Pastinaca sativa L.	Apiaceae	palsternacka	219697	Resident	Not Red-listed	1	7	4	2	10	3	5	5	6	2	7	8	5	2	3	6	2	1	11	4	3	3	Passive	0	C3	AM	0	0
Pedicularis flammea L.	Orobanchaceae	brandspira	221561	Resident	Not Red-listed	0	0	1	5	2	17	17		7	7	8	2	3	1	6	5	4						Passive	0	C3	None	0	1
Pedicularis hirsuta L.	Orobanchaceae	fjällspira	221756	Resident	Not Red-listed	0	0	1	5	2	17	17		7	7	8	2	3	1	6	5	4					1	Passive	0	C3	None	0	1
Pedicularis lapponica L.	Orobanchaceae	lappspira	221757	Resident	Not Red-listed	0	0	1	5	2	13	15		5	5	4	2	3	1	3	3	4					1	Passive	0	C3	None	0	1
Pedicularis oederi Vahl	Orobanchaceae	gullspira	221758	Resident	Not Red-listed	0	0	1	5	2	16	17		7	7	7	2	3	1	3	3	4	1a				3	Passive	0	C3	None	0	1
Pedicularis palustris L.	Orobanchaceae	kärrspira	221759	Resident	Not Red-listed	0	0	3	5	3	4	10	6	6	9	7	5	3	2	6	4	2	1a	8	1		2	Passive	0	C3	None	0	1
Pedicularis sceptrum-carolinum L.	Orobanchaceae	kung Karls spira	221760	Resident	Not Red-listed	0	0	2	5	3	9	13	7	6	8	7	4	3	1	3	3	4	1a			2		Passive	0	C3	None	0	1
Pedicularis sylvatica L.	Orobanchaceae	granspira	1174	Resident	NT	0	0	3	5	9	4	7	2	6	7	4	4	3	1	7	4	2	1a	7	2		1	Myr	0	C3	None	0	1
Pentaglottis sempervirens (L.) Tausch ex L. H. Bailey	Boraginaceae	hästtunga	221763	Resident	Not Red-listed	5	12,5	2	5	11	3	5	3	4	4	6	6	3	1	1	4	4	1	6	3		1	Passive	0	C3	AM	0	0
Persicaria amphibia (L.) Delarbre	Polygonaceae	vattenpilört	221909	Resident	Not Red-listed	0	0	3	3	7	2	6	6	6	8	7	7	5	2	3	4	4	1	10	3	4	1	Passive	0	C3	None	0	0
Persicaria foliosa (H. Lindb.) Kitag.	Polygonaceae	ävjepilört	1263	Resident	NT	0	0	1	3	8	9	10	8	7	10	5	7	5	1	4	7	1	0c				3	Passive	0	C3	None	0	0
Persicaria hydropiper (L.) Delarbre	Polygonaceae	bitterpilört	220838	Resident	Not Red-listed	0	0	2	3	8	3	6	5	5	9	4	6	5	2	4	9	1	0c	10	3	4	4	Passive	0	C3	None	0	0
Persicaria lapathifolia (L.) Delarbre	Polygonaceae	pilört	220839	Resident	Not Red-listed	0	0	3	3	7	1	5	5	6	6	6	7	5	3	4	9	1	0c	9	2	4	3	Passive	0	C3	None	0	0
Persicaria maculosa Gray	Polygonaceae	åkerpilört	220840	Resident	Not Red-listed	0	0	3	3	9	2	5	5	6	6	6	7	5	2	4	9	1	0c	9	2		4	Passive	0	C3	None	0	0
Persicaria minor (Huds.) Opiz	Polygonaceae	rosenpilört	220841	Resident	Not Red-listed	0	0	2	3	10	3	5	6	5	7	5	7	5	1	4		1	0c	10	3		3	Passive	0	C3	None	0	0
Petasites albus (L.) Gaertn.	Asteraceae	vitskråp	220846	Resident	Not Red-listed	0	0	4	5	13	5	6	3	2	7	7	6	4	1	1	1	4	2	2	7		1	AirP	0	C3	AM	0	0
Petasites frigidus (L.) Fr.	Asteraceae	fjällskråp	220263	Resident	Not Red-listed	0	0	2	5	2	12	15		5	7	6	6	3	1	2	2	4		3	6	2		AirP	0	C3	AM	0	0
Petasites hybridus (L.) G. Gaertn., B. Mey. & Scherb.	Asteraceae	pestskråp	220264	Resident	Not Red-listed	1	4	4	5	9	3	6	5	5	7	7	8	5	1	2	1	4	2	3	6	2	1	AirP	0	C3	AM	0	0
Petasites japonicus (Siebold & Zucc.) Maxim.	Asteraceae	bitterskråp	220265	Resident	Not Red-listed	6	19,4	2	5	8	5	8	4	3	6	7	8	5	1	1	1	4	0a	3	6			AirP	0	C3	AM	0	0
Petasites spurius (Retz.) Rchb.	Asteraceae	spjutskråp	220266	Resident	Not Red-listed	1	4	2	4	11	6	7	8	5	7	7	7	5	2	1	5	4	0a	3	6			AirP	0	C3	AM	0	0
Petrorhagia prolifera (L.) P. W. Ball & Heywood	Caryophyllaceae	hylsnejlika	1186	Resident	Not Red-listed	0	0	2	3	13	3	4	6	7	1	8	1	2	1	4	7	1	0c	10	3	1	1	AirW	0	C3	None	0	0
Petrorhagia saxifraga (L.) Link	Caryophyllaceae	klippnejlika	1187	Resident	NT	4	12,8	2	3	12	2	3	7	5	2	6	3	4	1	2	4	4	0c	10	3	1		Passive	0	C3	None	0	0
Petroselinum crispum (Mill.) Fuss	Apiaceae	persilja	220848	Resident	Not Red-listed	4	11	4	4	12	2	3	7	7	4	7	6	4	3	3	7	3	2			4	3	Passive	0	C3	AM	0	0
Peucedanum oreoselinum (L.) Moench	Apiaceae	backsilja	1188	Resident	VU	0	0	3	6	13	3	4	7	6	2	6	3	3	1	2	4	4	2	10	3	4	1	Passive	0	C3	AM	0	0
Peucedanum ostruthium (L.) W. D. J. Koch	Apiaceae	mästerrot	219701	Resident	Not Red-listed	2	10,3	3	6	7	9	11	6	4	4	6	6	3	1	3	2	4	2					Passive	0	C3	AM	0	0
Peucedanum palustre (L.) Moench	Apiaceae	kärrsilja	219702	Resident	Not Red-listed	0	0	3	5	7	5	9	7	6	8	4	6	4	2	4	3	4	2	10	3	4	2	Passive	0	C3	AM	0	0
Phacelia tanacetifolia Benth.	Boraginaceae	honungsfacelia	221125	Non-resident	Not Red-listed			1	7	12	3	4	5	7	4		7	4	1	1	8	1	1a			1		Passive	0	C3	AM	0	0
Phalaris arundinacea L.	Poaceae	rörflen	222606	Resident	Not Red-listed	0	0	5	1	4	2	7	5	5	8	5	7	5	2	2	2	4	0b	9	2	2	4	Passive	0	C3	AM	0	0
Phalaris canariensis L.	Poaceae	kanariegräs	222608	Non-resident	Not Red-listed			3	1	14	2	2		7	4			3	2	2	9	1	0b				3	Passive	0	C3	AM	0	0
Phedimus aizoon (L.) `t Hart	Crassulaceae	gyllenfetblad	221299	Resident	Not Red-listed	4	12	1	5	9	5	8	8	6	1	7		4	1	1	2	4		10	3	2		Passive	0	CAM	None	0	0
Phedimus hybridus (L.) `t Hart	Crassulaceae	sibiriskt fetblad	223354	Resident	Not Red-listed	4	12	1	5	8	6	9	7	6	2			4	1	2	2	4		11	4			Passive	0	CAM	None	0	0
Phedimus kamtschaticus (Fisch. & C. A. Mey.) `t Hart	Crassulaceae	kamtjatkafetblad	223355	Non-resident	Not Red-listed			1	5	9	4	7	5	6	2			4	1	2	2	4		9	2			Passive	0	CAM	None	0	0
Phedimus spurius (M. Bieb.) `t Hart	Crassulaceae	kaukasiskt fetblad	223356	Resident	Not Red-listed	4	16,8	1	5	10	4	6	5	5	3	5	4	3	1	4	4	4		10	3		1	Passive	0	CAM	None	0	0
Phedimus stoloniferus (S. G. Gmel.) `t Hart	Crassulaceae	persiskt fetblad	223357	Resident	Not Red-listed	6	6,2	1	5				7	4	3			4	1	4		4						Passive	0	CAM	None	0	0
Phegopteris connectilis (Michx.) Watt	Thelypteridaceae	hultbräken	223358	Resident	Not Red-listed	0	0	1	1	3	5	11	5	2	6	4	5	3	1	1	1	4	0b	10	3			AirD	0	C3	AM	0	0
Philadelphus × lemoinei Lemoine	Hydrangeaceae	småblommig schersmin	264665	Non-resident	Not Red-listed			1		11			5						1	2		4	2ab					Veg	0	C3		0	0
Philadelphus coronarius L.	Hydrangeaceae	doftschersmin	222756	Non-resident	Not Red-listed			2		10	3	5	5	4					1	2		4	2ab	8	1				0	C3		0	0
Phippsia algida (Sol.) R. Br.	Poaceae	lappsnögräs	220995	Resident	VU	0	0	1	1	2	17	17		7	8	5		3	1		7	4					2	Passive	0	C3	AM	0	0
Phippsia concinna (Th. Fr.) Lindeb.	Poaceae	dovresnögräs	1207	Resident	EN	0	0	1	1	2	17	17		7	8	7		2	1		7	4						Passive	0	C3	AM	0	0
Phleum alpinum L.	Poaceae	fjälltimotej	222614	Resident	Not Red-listed	0	0	3	1	3	10	13	5	5	5	5	6	4	1	5	4	4	0b			2	2	Adh	0	C3	AM	0	0
Phleum arenarium L.	Poaceae	sandtimotej	1900	Resident	VU	0	0	2	1	11	3	5	5	7	1	8	2	2	1	5	8	1	0b	6	3		1	Passive	0	C3	AM	0	0
Phleum phleoides (L.) H. Karst.	Poaceae	flentimotej	222617	Resident	NT	0	0	3	1	10	3	5	6	6	2	7	3	2	1	5	4	4	0b	6	3	2	3	Passive	0	C3	AM	0	0
Phleum pratense L.	Poaceae	timotej	222618	Resident	Not Red-listed	0	0	5	1	5	2	7	5	6	4	6	4	3	1	6	3	4	0b	9	2		3	Adh	0	C3	AM	0	0
Phlox paniculata L.	Polemoniaceae	höstflox	221128	Non-resident	Not Red-listed			2		10	3	5	5	6	5		6	3	1	1		4	1ab	13	6			Passive	0	C3		0	0
Phragmites australis (Cav.) Trin. ex Steud.	Poaceae	vass	219733	Resident	Not Red-listed	0	0	6	1	6	1	5	6	5	10	6	7	4	2	2	2	4	0b	14	7	4	2	AirP	0	C3	AM	0	0
Phyllodoce caerulea (L.) Bab.	Ericaceae	lappljung	221451	Resident	Not Red-listed	0	0	1	5	2	16	17		6	5	4	3	2	1	4	2	4					1	AirD	0	C3	EriM	0	0
Physalis alkekengi L.	Solanaceae	japansk lykta	264448	Resident	Not Red-listed	4	8,6	1		12	2	3	5	4	6	7	8	5	1	2	2	4	0a	8	1	2		Bird	0	C3	AM	0	0
Physalis grisea (Waterf.) M. Martínez	Solanaceae	gyllenbär	223464	Non-resident	Not Red-listed			1		13	5	6	7	7	4		8	5	2	2	9	3						Bird	0	C3	AM	0	0
Physalis peruviana L.	Solanaceae	kapkrusbär	223468	Non-resident	Not Red-listed			1		14	1	1	7	7	4		8	5	2	2	9	3				2		Bird	0	C3	AM	0	0
Physalis philadelphica Lam.	Solanaceae	tomatillo	223469	Non-resident	Not Red-listed			1		14	1	1	7	7	4		8	5	2	2	9	3				2		Bird	0	C3	AM	0	0
Physocarpus opulifolius (L.) Maxim.	Rosaceae	smällspirea	223471	Resident	Not Red-listed	6	19,6	1	5	10	3	5	6	6	6	6	7	3	1	2		4						Passive	0	C3	AM	0	0
Phyteuma nigrum F. W. Schmidt	Campanulaceae	blårapunkel	1236	Resident	Not Red-listed	5	6,5	1	4	9	4	7	6	5	6		5	3	1	1	4	4	1	7	2	3	1	Passive	0	C3	AM	0	0
Phyteuma spicatum L.	Campanulaceae	vitrapunkel	1237	Resident	Not Red-listed	4	10,3	2	4	7	4	8	6	4	4	7	5	3	1	1	2	4	1	8	1	3	1	Passive	0	C3	AM	0	0
Phytolacca acinosa Roxb.	Phytolaccaceae	kermesbär	220270	Resident	Not Red-listed	6	10,4	1		12	1	2	6	6	5	7	8	5	1	2	7	3		13	6	2		Bird	0			0	0
Picea abies (L.) H. Karst.	Pinaceae	gran	220850	Resident	Not Red-listed	0	0	6	1	5	8	11	7	4	6	4	5	2	1	4	1	4	0b	7	2	2	1	AirW	0	C3	EM	0	0
Picea glauca (Moench) Voss	Pinaceae	vitgran	222153	Non-resident	Not Red-listed			4	1	10	4	6	3	7	4	6		2	1	4		4	0b			2		AirW	0	C3	EM	0	0
Picea mariana (Mill.) Britton, Sterns & Poggenb.	Pinaceae	svartgran	222154	Non-resident	Not Red-listed			4	1	4	4	9	5					2	1	4		4	0b			4		AirW	0	C3	EM	0	0
Picea omorika (Pancic) Purk.	Pinaceae	serbgran	222155	Non-resident	Not Red-listed			4	1	10	3	5	5					2	1	4		4	0b					AirW	0	C3	EM	0	0
Picea orientalis (L.) Link	Pinaceae	orientgran	235107	Non-resident	Not Red-listed			4	1	11	5	7	7					2	1	4		4	0b					AirW	0	C3	EM	0	0
Picea pungens Engelm.	Pinaceae	blågran	222156	Non-resident	Not Red-listed			5	1	10	5	7	7	7			5	2	1	5		4	0b					AirW	0	C3	EM	0	0
Picea sitchensis (Bong.) Carrière	Pinaceae	sitkagran	232975	Resident	Not Red-listed	6	15	5	1	11	3	5	2		6			2	1	5		4	0b					AirW	0	C3	EM	0	0
Picris hieracioides L.	Asteraceae	bitterfibbla	220271	Resident	Not Red-listed	1	4	4	5	9	3	6	8	5	2	8	4	3	2	2	4	2	1	11	4	2	3	AirP	0	C3	AM	0	0
Pilosella × piloselliflora (Nägeli & Peter) Soják	Asteraceae	grusfibbla	223754	Resident	Not Red-listed	0	0	1	3	8	9	10	6	6	3	5	3	4	1	5	4	4	0d			2		AirP	0	C3	AM	0	0
Pilosella × polioderma (Dahlst.) Soják	Asteraceae	grå kvastfibbla	6033357	Resident	Not Red-listed	0	0	1	3	10		3	7	7	2	6	3	3	1	3	7	4	0d			2		AirP	0	C3	AM	0	0
Pilosella × scandinavica (Fr.) F. W. Schultz & Sch. Bip.	Asteraceae	nordlig kvastfibbla	223744	Resident	Not Red-listed	0	0	1	3	6	9	11	7	7	4	5	3	3	1	4	7	4	0d					AirP	0	C3	AM	0	0
Pilosella aurantiaca ssp. aurantiaca var. aurantiaca	Asteraceae	vanlig rödfibbla	266011	Resident	Not Red-listed	3	14	2	3	5	6	10	6	7	3	3	6	4	1	6	4	4	0d	8	1	2	2	AirP	0	C3	AM	0	0
Pilosella aurantiaca ssp. decolorans	Asteraceae	brandfibbla	223737	Resident	Not Red-listed	0	0	2	3	5	10	12	6	6	4	5	6	4	1	5	4	4	0d	8	1	2	2	AirP	0	C3	AM	0	0
Pilosella aurantiaca ssp. dimorpha	Asteraceae	ängsfibbla	774	Resident	Not Red-listed	0	0	1	3	8	5	8	7	5	3	6	6	4	1	6	4	4	0d	8	1	2	2	AirP	0	C3	AM	0	0
Pilosella cymosa ssp. cymosa	Asteraceae	kvastfibbla	223743	Resident	Not Red-listed	0	0	3	3	5	3	8	8	7	2	6	5	2	1	4	6	4	0d	7	2	2	2	AirP	0	C3	AM	0	0
Pilosella cymosa ssp. gotlandica	Asteraceae	Vätfibbla	220002	Resident	Not Red-listed	0	0	2	3	5	4	9	6	7	6	8	1	1	1	5	7	4	0d	7	2			AirP	0	C3	AM	0	0
Pilosella cymosa ssp. praealta	Asteraceae	blåfibbla	223750	Resident	Not Red-listed	4	12,9	2	3	8	2	5	8	6	5	7	3	1	1	4	6	4	0d	7	2	2	2	AirP	0	C3	AM	0	0
Pilosella cymosiformis (Froel.) Gottschl.	Asteraceae	stäppfibbla	264776	Resident	Not Red-listed	0	0	2	3	12	5	6	9	6	2	7	4	2	1	4	6	4	0d	7	2		2	AirP	0	C3	AM	0	0
Pilosella dichotoma (Fr. ex Lindeb.) Soják	Asteraceae	gaffelfibbla	220275	Resident	VU	0	0	2	3	13	7	7	6	7	3	7	2	3	1	5	6	3	0d			2		AirP	0	C3	AM	0	0
Pilosella flagellaris (Willd.) Arv.-Touv.	Asteraceae	gisselfibbla	220276	Resident	Not Red-listed	4	14,2	1	3	11	6	7	5	7	3	6	5	3	1	6	4	4	0d	7	2			AirP	0	C3	AM	0	0
Pilosella floribunda (Wimm. & Grab.) Arv.-Touv.	Asteraceae	tyskfibbla	264774	Resident	Not Red-listed	6	15,2	1	3	10	8	9	6	7	3	5	5	3	1	4	6	4	0d	7	2			AirP	0	C3	AM	0	0
Pilosella lactucella (Wallr.) P. D. Sell & C. West	Asteraceae	revfibbla	220278	Resident	Not Red-listed	0	0	2	3	6	4	8	5	6	6	6	4	3	1	8	4	4	1	8	1		2	AirP	0	C3	AM	0	0
Pilosella officinarum ssp. officinarum	Asteraceae	vanlig gråfibbla	223757	Resident	Not Red-listed	0	0	4	3	5	3	8	5	7	1	3	3	3	1	7	2	4	0d	7	2		2	AirP	0	C3	AM	0	0
Pilosella officinarum ssp. peleteranum	Asteraceae	mattfibbla	223391	Resident	Not Red-listed	0	0	1	3	5	3	8	5	7	1	7	2	2	1	6	2	4	1	7	2		2	AirP	0	C3	AM	0	0
Pilosella pseudoblyttii (Norrl.) Norrl.	Asteraceae	glatt brandfibbla	223738	Resident	Not Red-listed	0	0	1	3	8	10	11	9	6	3	5	3	3	1	4		4	0d					AirP	0	C3	AM	0	0
Pilosella sphaerocephala (Froel.) P. D. Sell & C. West	Asteraceae	nickfibbla	220280	Resident	EN	0	0	1	3	5	13	14	6	7	4	5	3	3	1	6		4	0d			3		AirP	0	C3	AM	0	0
Pilosella suecica (Fr.) F. W. Schultz & Sch. Bip.	Asteraceae	svenskfibbla	220277	Resident	Not Red-listed	0	0	1	3	4	9	12	5	6	5	6	4	3	1	6	5	4	0d	8	1			AirP	0	C3	AM	0	0
Pilosella transbotnica (Norrl.) T.Tyler	Asteraceae	bottnisk kvastfibbla	6033356	Resident	Not Red-listed	0	0	1	3	7	11	12	8	7	2	5	5	3	1	4	6	4	0d	7	2			AirP	0	C3	AM	0	0
Pilularia globulifera L.	Marsileaceae	klotgräs	1241	Resident	VU	0	0	1	1	10	4	6	3	6	10	3	2	2	1	4	6	4	0b	8	1			Water	0	C3		0	0
Pimpinella major (L.) Huds.	Apiaceae	stor bockrot	1242	Resident	EN	0	0	4	5	8	3	6	7	5	5	7	5	3	1	3	3	4	2	11	4	4	2	Passive	0	C3	AM	0	0
Pimpinella peregrina L.	Apiaceae	lång bockrot	219705	Resident	Not Red-listed	7	7,9	2	5	12	2	3	6	6	4			3	1				1					Passive	0	C3	AM	0	0
Pimpinella saxifraga L.	Apiaceae	bockrot	219706	Resident	Not Red-listed	0	0	4	5	4	3	8	5	5	3	6	3	3	1	5	3	4	2	10	3		2	Passive	0	C3	AM	0	0
Pinguicula alpina L.	Lentibulariaceae	fjälltätört	219708	Resident	Not Red-listed	0	0	1	4	3	7	12	8	7	7	8	1	1	1	5	5	4	2			4	1	Passive	0	C3	None	1	0
Pinguicula villosa L.	Lentibulariaceae	dvärgtätört	221766	Resident	Not Red-listed	0	0	1	3	3	12	14	8	6	7	4	1	2	1	5	3	4				4		Passive	0	C3	None	1	0
Pinguicula vulgaris L.	Lentibulariaceae	tätört	221767	Resident	Not Red-listed	0	0	1	4	3	5	11	4	6	8	6	1	2	2	6	4	4	1a	7	2	4	2	Passive	0	C3	None	1	0
Pinus cembra L.	Pinaceae	cembratall	222158	Non-resident	Not Red-listed			4	1	7	9	11	8	5	6	4	3	2	2	4	1	4	0b			4	1	Bird	0	C3	EM	0	0
Pinus contorta Douglas ex Loudon	Pinaceae	contortatall	222159	Non-resident	Not Red-listed			4	1	5	7	11	5	6		4	3	2	2	4	5	4	0b			4	1	Passive	0	C3	EM	0	0
Pinus mugo Turra	Pinaceae	bergtall	222160	Resident	Not Red-listed	5	18,5	5	1	9	3	6	4	7	2	5	3	2	2	4	2	4	0b	7	2	2	1	AirW	0	C3	EM	0	0
Pinus nigra J. F. Arnold	Pinaceae	svarttall	222161	Non-resident	Not Red-listed			5	1	11	3	5	2					2	2	4		4	0b			2	1	AirW	0	C3	EM	0	0
Pinus peuce Gris.	Pinaceae	makedonisk tall	235108	Non-resident	Not Red-listed			4	1	11	5	7	6					2	2	3		4	0b				1	AirW	0	C3	EM	0	0
Pinus strobus L.	Pinaceae	weymouthtall	222162	Resident	Not Red-listed	4	14,7	4	1	11	4	6	4					2	2	3		4	0b			4	1	AirW	0	C3	EM	0	0
Pinus sylvestris L.	Pinaceae	tall	222163	Resident	Not Red-listed	0	0	6	1	5	4	9	6	5	4	5	2	1	2	3	1	4	0b	7	2	2	2	AirW	0	C3	EM	0	0
Plantago arenaria Waldst. & Kit.	Plantaginaceae	sandkämpar	221769	Resident	Not Red-listed	4	9,5	1	1	13	4	5	5	7	2	5	6	4	2	2	8	1	0b			2	3	Passive	0	C3	AM	0	0
Plantago coronopus L.	Plantaginaceae	strandkämpar	221771	Resident	Not Red-listed	0	0	5	1	12	2	3	4	7	3	8	4	4	4	6	7	3	0b	8	1		3	Passive	0	C3	AM	0	0
Plantago lanceolata L.	Plantaginaceae	svartkämpar	221774	Resident	Not Red-listed	0	0	6	2	8	1	4	4	6	3	5	4	4	2	6	3	4	0b	5	4	2	3	Adh	0	C3	AM	0	0
Plantago major L.	Plantaginaceae	groblad	221776	Resident	Not Red-listed	0	0	6	1	5	1	6	5	5	4	5	5	4	3	7	6	4	0b	10	3		4	Adh	0	C3	AM	0	0
Plantago maritima L.	Plantaginaceae	gulkämpar	221777	Resident	Not Red-listed	0	0	5	2	7	3	7	5	7	3	8	5	4	3	4	7	4	0b	10	3		2	Passive	0	C3	AM	0	0
Plantago media L.	Plantaginaceae	rödkämpar	221778	Resident	Not Red-listed	0	0	5	2	5	3	8	5	5	4	7	3	3	2	7	5	4	1	8	1	2	3	Passive	0	C3	AM	0	0
Plantago tenuiflora Waldst. & Kit.	Plantaginaceae	dvärgkämpar	1901	Resident	NT	0	0	1	1	13	5	6	9	7	7	8	2	1	2	4	7	3						Passive	0	C3	AM	0	0
